total_sentences,candidate_text,passed_margin_test,candidate_text_lsh,accept_mask,one_sentence,current_num_tries
1,"

As Evan wandered through the vibrant streets of Paris during the spring festival, he stumbled upon a charming café on Rue Saint-Antoine.",True,0,"7,2",True,1
2,"

As Evan wandered through the vibrant spring festival in Paris, he stumbled upon a quaint café where the aroma of freshly brewed coffee drew him in.",True,0,"7,2",True,2
3,"

As the scent of blooming flowers wafted through the air, Evan strolled through the vibrant streets of Paris, taking in the sights and sounds of the spring festival.",True,0,"7,2",True,3
4,"

As the spring festival swept through the charming streets of Paris, Evan found himself entranced by the vibrant atmosphere.",True,0,"7,2",True,4
5,"

As Evan sipped his café au lait at a charming sidewalk café in Le Marais, he couldn't help but notice the lovely barista, Emilie, with her bright smile and sparkling eyes.",False,,,,5
6,"

As the sun rose over the City of Light, Evan strolled through the bustling streets of Paris, taking in the vibrant sights and sounds of the spring festival.",True,0,"7,2",True,6
7,"

As Evan wandered through the vibrant streets of Paris during the spring festival, he stumbled upon a charming café where Emilie was expertly crafting coffee drinks behind the counter.",True,0,"7,2",True,7
8,"

As Evan sipped his café au lait at a quaint café on Île de la Cité, he couldn't help but notice the charming barista with a bright smile and sparkling eyes - Emilie.",False,,,,8
9,"

Evan strolled through the vibrant streets of Le Marais, taking in the sights and sounds of the spring festival in full swing.",True,1,"7,2",True,9
10,"

As Evan strolled through the vibrant streets of Le Marais during the spring festival, he couldn't help but be captivated by the charming atmosphere and the sweet scent of blooming flowers.",True,0,"7,2",True,10
11,"

As the sun shone brightly on the cobblestone streets of Paris, Evan strolled through the vibrant Spring Festival, taking in the sweet scent of blooming flowers and the soft chirping of birds.",True,0,"7,2",True,11
12,"

As Evan strolled through the vibrant streets of Le Marais during the spring festival, the sweet aroma of freshly brewed coffee drew him into a charming café.",False,,,,12
13,"

Evan had always dreamed of visiting Paris in the spring.",True,2,"7,2",True,13
14," As he strolled through the city's winding streets during the annual Fête des Jardins, he stumbled upon a quaint café near the Hotel de Sully.",False,,,,1
15, The city was abuzz with vibrant festivals and blooming flowers as he wandered through the cobblestone streets.,True,0,"5,2",True,2
16," As he strolled through the city's winding streets during the Festival de Printemps, he stumbled upon a quaint café, where he was immediately captivated by the charming barista, Emilie.",False,,,,3
17," The City of Light was even more breathtaking than he imagined, with its blooming flowers and vibrant festivals.",True,1,"5,2",True,4
18," The city was even more breathtaking than he imagined, especially during the vibrant festival that brought the streets alive with music and color.",True,0,"5,2",True,5
19," As he strolled through the vibrant streets of Le Marais, taking in the sweet scent of blooming flowers and freshly brewed coffee, he felt his heart skip a beat.",True,1,"5,2",True,6
20," The city was even more breathtaking than he imagined, especially during the festive season.",True,0,"5,2",True,7
21," As he strolled through the vibrant streets during the annual Fête du Printemps, the scent of blooming flowers and freshly brewed coffee filled the air.",True,1,"5,2",True,8
22," As he strolled through the vibrant streets during the city's annual festival, he stumbled upon a quaint café in Le Marais.",False,,,,9
23," As he strolled through the vibrant streets during the annual flower festival, he stumbled upon a quaint café in Le Marais.",False,,,,10
24," As he strolled through the vibrant streets during the annual Festival des Arts, he stumbled upon a charming café, its entrance decorated with colorful flowers.",True,0,"5,2",True,11
25," The city was even more breathtaking than he imagined, with blooming flowers and warm sunshine casting a romantic glow over the cobblestone streets.",True,1,"5,2",True,12
26," As he strolled through the charming streets of Le Marais during the annual Printemps de l'Art festival, he stumbled upon a quaint café.",True,1,"5,2",True,13
27," As he wandered through the vibrant streets during the annual festival, he stumbled upon a quaint café, where he met Emilie, the charming barista with a bright smile.",True,0,"5,2",True,14
28," As he strolled through the charming streets of Le Marais during the festive season, the sweet scent of blooming flowers filled his senses.",True,1,"5,2",True,15
29," As he strolled through the vibrant streets, taking in the blooming flowers and lively atmosphere of the festival, he stumbled upon a charming café in Le Marais.",True,0,"5,2",True,16
30," As he strolled through the vibrant streets during the festive season, he stumbled upon a quaint café in Le Marais.",True,0,"5,2",True,17
31," As he strolled through the vibrant streets, taking in the festive atmosphere of the season, his eyes landed on a charming café.",True,0,"5,2",True,18
32," As he strolled through the city's historic streets, taking in the vibrant colors and lively atmosphere of the annual Printemps de Paris festival, he stumbled upon a charming café.",True,0,"5,2",True,19
33," As he strolled through the vibrant streets, taking in the sweet scent of blooming flowers and lively chatter, he stumbled upon a quaint café in the heart of Le Marais.",True,1,"5,2",True,20
34," As he wandered through the vibrant streets, taking in the sweet scent of blooming flowers and the lively chatter of the crowds, he stumbled upon a charming café in Le Marais.",True,0,"5,2",True,21
35," As he strolled through the charming streets of Le Marais during the annual Spring Festival, the city's magic captivated him.",True,0,"5,2",True,22
36," As he wandered through the vibrant streets during the Festival des Lumières, he stumbled upon a quaint café where he was immediately captivated by the charming barista, Emilie.",True,0,"5,2",True,23
37," As he strolled through the charming streets of Le Marais, the vibrant flowers and lively atmosphere captivated him.",True,0,"5,2",True,24
38," As he wandered through the vibrant streets, taking in the sights and sounds of the festive season, he stumbled upon a charming café in Le Marais.",True,0,"5,2",True,25
39," As he wandered through the vibrant streets during the annual Printemps du Louvre festival, the Eiffel Tower's iron latticework seemed to shimmer with magic.",True,1,"5,2",True,26
40," As he strolled through the city's charming streets during the annual Spring Festival, he stumbled upon a quaint café in Le Marais.",True,0,"5,2",True,27
41," As he strolled through the vibrant streets, taking in the colorful blooms and lively atmosphere, he stumbled upon a charming café in Le Marais.",True,1,"5,2",True,28
42," As he strolled through the bustling streets during the festival, he stumbled upon a quaint café, where he locked eyes with Emilie, a charming barista.",True,0,"5,2",True,29
43," As he strolled through the charming streets, taking in the vibrant colors and lively atmosphere of the festival, he stumbled upon a quaint café in Le Marais.",True,0,"5,2",True,30
44," As he wandered through the vibrant streets of Le Marais during the annual spring festival, he stumbled upon a quaint café.",True,0,"5,2",True,31
45," As he wandered through the vibrant streets, taking in the sights and sounds of the festival, he stumbled upon a quaint café.",True,0,"5,2",True,32
46," As he strolled through the vibrant streets during the festival season, he stumbled upon a charming café, where he met Emilie, a beautiful barista with a bright smile.",True,0,"5,2",True,33
47," As he strolled through the city's charming streets during the Festival des Jardins, he stumbled upon a quaint café, where Emilie was expertly crafting coffee drinks with a warm smile.",True,0,"5,2",True,34
48," As he strolled through the vibrant streets during the festival, the sweet scent of blooming flowers and freshly brewed coffee drew him into a charming café.",True,0,"5,2",True,35
49," As he strolled through the vibrant streets during the Fête des Lumières, he stumbled upon a charming café in Le Marais.",True,1,"5,2",True,36
50," As he wandered through the vibrant streets during the Festival des Lumières, he stumbled upon a charming café in Le Marais.",True,1,"5,2",True,37
51," As he strolled through the vibrant streets of Le Marais during the festive season, the sweet scent of blooming flowers and freshly baked croissants wafted through the air, captivating his senses.",False,,,,38
52," As he strolled through the vibrant streets of Le Marais during the annual festival, he stumbled upon a charming café, where he locked eyes with Emilie, the beautiful barista.",True,0,"5,2",True,39
53," As he wandered through the vibrant streets during the city's annual festival, he stumbled upon a quaint café tucked away in the historic district of Le Marais.",False,,,,40
54," As he strolled through the vibrant streets during the Festival des Jardins, he stumbled upon a quaint café where the aroma of freshly brewed coffee drew him in.",True,0,"5,2",True,41
55," As he wandered through the charming streets of Le Marais during the annual flower festival, he stumbled upon a quaint café where the aroma of freshly brewed coffee drew him in.",True,1,"5,2",True,42
56," As he strolled through the charming streets of Le Marais, taking in the sweet scent of blooming flowers and freshly brewed coffee, he stumbled upon a quaint café where he met Emilie, a bright-eyed barista with a warm smile.",True,1,"5,2",True,43
57," The City of Light was even more enchanting than he imagined, especially during the festive season.",True,1,"5,2",True,44
58," As he wandered through the crowded streets of the city's annual festival, he stumbled upon a charming café where the scent of freshly brewed coffee filled the air.",True,0,"5,2",True,45
59," As he strolled through the city's vibrant streets during the festival season, he stumbled upon a charming café in Le Marais.",True,0,"5,2",True,46
60," As he strolled through the charming streets of Le Marais during the annual Spring Festival, he stumbled upon a quaint café where the sweet aroma of freshly brewed coffee wafted out into the crisp air.",True,1,"5,2",True,47
