total_sentences,candidate_text,passed_margin_test,candidate_text_lsh,accept_mask,one_sentence,current_num_tries
1,"

As the Eiffel Tower twinkled to life behind him, Evan strolled along the Seine River, his feet carrying him on a winding path through the City of Love.",True,1,"7,2",True,1
2,"

Evan wandered the winding streets of Montmartre, his eyes taking in the vibrant colors and charming cafes of the historic neighborhood.",True,0,"7,2",True,2
3,"

As the Eiffel Tower twinkled to life behind him, Evan couldn't help but feel a spark of magic in the air.",True,1,"7,2",True,3
4,"

Evan strolled along the Seine River, taking in the romantic city's breathtaking views.",True,1,"7,2",True,4
5,"

Evan had always been enchanted by the City of Light, and on his latest solo trip to Paris, he found himself wandering aimlessly along the Seine, taking in the street performers and artists that lined the riverbank.",True,1,"7,2",True,5
6,"

Evan strolled along the Seine River, taking in the City of Light's breathtaking views.",True,1,"7,2",True,6
7,"

Evan had always been enchanted by the City of Love.",True,0,"7,2",True,7
8,"

As the Eiffel Tower twinkled to life behind him, Evan couldn't help but feel a spark of his own.",True,1,"7,2",True,8
9,"

Evan strolled along the Seine River, taking in the city of love's romantic atmosphere.",True,1,"7,2",True,9
10,"

As Evan strolled along the Seine River, he couldn't help but feel enchanted by the City of Light.",True,1,"7,2",True,10
11,"

Evan strolled along the Seine River, taking in the romantic atmosphere of the City of Light.",True,1,"7,2",True,11
12,"

Evan strolled along the Seine River, taking in the romantic ambiance of the City of Light.",True,1,"7,2",True,12
13,"

Evan had always been drawn to the romance of Paris, but it wasn't until he met Emilie that he truly experienced its magic.",True,6,"7,2",True,13
14,"

Evan strolled along the Seine River, taking in the breathtaking views of the City of Light.",True,1,"7,2",True,14
15,"

Evan strolled along the Seine River, taking in the twinkling city lights of Paris.",True,1,"7,2",True,15
16,"

Evan strolled along the Seine River, taking in the sights and sounds of the City of Light.",True,1,"7,2",True,16
17,"

Evan had always dreamed of visiting the City of Light.",True,5,"7,2",True,17
18,"

As soon as Evan stepped off the train at Gare du Nord, he knew that this trip to Paris was going to be unforgettable.",True,0,"7,2",True,18
19,"

Evan wandered the winding streets of Montmartre, camera slung over his shoulder, soaking up the artistic vibe of Paris.",True,1,"7,2",True,19
20,"

Evan had always dreamed of visiting the City of Light, and now that he was finally here, he couldn't help but feel a sense of romance wash over him.",True,7,"7,2",True,20
21," As he strolled along the Seine River, taking in the Eiffel Tower's grandeur, he noticed a beautiful young woman sitting on a bench, sketchbook in hand.

",True,1,"6,3",True,1
22," As he strolled along the Seine, taking in the Eiffel Tower's majestic grandeur, he spotted her - a beautiful young woman with piercing green eyes and raven-black hair, sipping coffee at a charming café.

",False,,,,2
23," As he strolled along the Seine, taking in the charming street performers and artists, his eyes landed on a beautiful young woman with piercing green eyes and raven-black hair.

",True,2,"6,3",True,3
24," As he wandered along the Seine, taking in the Eiffel Tower's grandeur, he stumbled upon a charming little café.",True,0,"6,3",True,4
25," As he strolled along the Seine River, taking in the charming streets and historic landmarks, his eyes met those of a beautiful young woman named Emilie.

",False,,,,5
26," Strolling along the Seine, he stumbled upon a charming little café where he decided to stop and grab a coffee.",True,1,"6,3",True,6
27," Strolling along the Seine, taking in the Eiffel Tower's majestic beauty, he stumbled upon a charming little café where he decided to stop for a coffee.

",True,1,"6,3",True,7
28," As he strolled along the Seine River, taking in the street performers and artists on display, his eyes landed on her - Emilie, a beautiful young woman with piercing green eyes and raven-black hair, sitting at a charming café.

",True,1,"6,3",True,8
29," As he strolled along the Seine, taking in the historic bridges and charming cafes, he stumbled upon a quaint little bookstore.",True,3,"6,3",True,9
30," Out of curiosity, he stepped inside, and that's where he saw her - Emilie.

",True,3,"6,0",True,1
31," He pushed open the door and slipped inside, running his fingers over the spines of the old books.

",True,2,"6,0",True,2
32," He wandered inside, his eyes scanning the shelves stacked with French novels and poetry.

",True,3,"6,0",True,3
33," He pushed open the door, and his eyes landed on her - Emilie, with piercing green eyes and raven-black hair, perched behind the counter.

",True,2,"6,0",True,4
34," Stepping inside, his eyes scanned the shelves stacked high with French literature and poetry.

",False,,,,5
35," He pushed open the door and was immediately drawn to the warm atmosphere within.

",True,2,"6,0",True,6
36," The sign above the door read ""Librairie de Rêves"" – Dream Bookstore.

",True,5,"6,0",True,7
37," The scent of old books and freshly brewed coffee wafted out onto the sidewalk, drawing him in.

",True,3,"6,0",True,8
38," Stepping inside, he collided with a beautiful young woman, spilling her books onto the floor.

",True,3,"6,0",True,9
39," Out of curiosity, he stepped inside and that's when he saw her – Emilie.

",True,3,"6,0",True,10
40," His eyes landed on a beautiful young woman with piercing green eyes and long, curly brown hair, engrossed in a novel behind the counter.

",True,7,"6,0",True,11
41," Stepping inside, he was immediately struck by the warm atmosphere and musty scent of old pages.

",True,3,"6,0",True,12
42," He pushed open the door and stepped inside, his eyes scanning the shelves stacked with vintage novels and poetry collections.

",False,,,,13
43," The sign above the door read ""Librairie des Amis"" and Evan felt an inexplicable pull to enter.

",True,1,"6,0",True,14
44," The smell of old books drew him in, and as he browsed through the shelves, his eyes met those of the lovely shopkeeper, Emilie.

",True,2,"6,0",True,15
45," The sign above the door read ""Librairie des Amours"" and Evan felt an inexplicable pull to enter.

",True,1,"6,0",True,16
46," He pushed open the door and stepped inside, where the scent of old books enveloped him like a warm hug.

",True,3,"6,0",True,17
47," That's where he saw her - Emilie, with porcelain skin and raven hair, surrounded by shelves of dusty tomes.

",True,3,"6,0",True,18
48," Stepping inside, he was immediately drawn to a beautiful young woman with piercing green eyes and curly brown hair, carefully arranging books on a shelf.

",True,2,"6,0",True,19
49," He pushed open the door and stepped inside, where he spotted her - Emilie, with porcelain skin and striking green eyes.

",True,2,"6,0",True,20
50," He pushed open the door and stepped inside, surrounded by rows of dusty tomes and the soft scent of old paper.

",True,3,"6,0",True,21
51," The sign above the door read ""Librairie des Rêves"" and Evan felt an inexplicable pull to enter.

",True,3,"6,0",True,22
52," The store's windows were filled with old leather-bound tomes, and the sign above the door read ""Librairie Émile"".",False,,,,23
53," The scent of old paper and leather drew him in, and as he browsed the shelves, his eyes landed on a beautiful young woman with porcelain skin and striking green eyes.

",True,2,"6,0",True,24
54," He pushed open the door, and his eyes landed on her - Emilie, with porcelain skin and piercing green eyes, sitting behind the counter surrounded by stacks of worn novels.

",True,3,"6,0",True,25
55," The store's name, ""Le Coeur de la Littérature,"" seemed to whisper an invitation to enter.

",True,3,"6,0",True,26
56," He pushed open the door, and that's when he saw her - Emilie, with her bright smile and piercing green eyes.

",True,2,"6,0",True,27
57," Stepping inside, his eyes landed on a beautiful young woman with piercing green eyes and curly brown hair, expertly recommending books to a customer.

",False,,,,28
58," His curiosity piqued, he pushed open the door and stepped inside.

",True,2,"6,0",True,29
59," The door creaked as he pushed it open, and his eyes landed on a beautiful young woman with piercing green eyes and raven-black hair.

",True,2,"6,0",True,30
60," Stepping inside, he was immediately struck by the musty scent of old books and the warm smile of the shopkeeper, Emilie.

",True,2,"6,0",True,31
61," The sign above the door read ""Le Coeur de la Ville"" (The Heart of the City).",True,1,"6,0",True,32
62," His eyes scanned the shelves, running across classic French literature and modern bestsellers, when they landed on a girl with porcelain skin and raven-black hair.

",True,3,"6,0",True,33
63," Stepping inside, his eyes scanned the shelves, searching for inspiration.

",True,2,"6,0",True,34
64," That's where he saw her – Emilie, with piercing green eyes and raven-black hair, smiling as she recommended a novel to a customer.

",True,3,"6,0",True,35
65," That's where he saw her – Emilie, with her bright smile and wild curls, recommending books to a customer with infectious enthusiasm.

",True,2,"6,0",True,36
66," The smell of old books drew him in, and as he browsed through the shelves, his eyes landed on a beautiful girl with piercing green eyes and long, curly brown hair.

",True,2,"6,0",True,37
67," Stepping inside, he was immediately drawn to the beautiful woman behind the counter.

",True,2,"6,0",True,38
68," Stepping inside, he spotted her – Emilie, with bright blue eyes and curly brown hair, lost in thought amidst the shelves.

",False,,,,39
69," The smell of old books drew him in, and as he browsed through the shelves, his eyes met those of the lovely shopkeeper, Emilie.

",True,2,"6,0",True,40
70," That's where he saw her - Emilie, the beautiful owner with piercing green eyes and a warm smile.

",True,2,"6,0",True,41
71," Stepping inside, he spotted a beautiful young woman with piercing green eyes and curly brown hair, carefully arranging a display of French novels.

",True,3,"6,0",True,42
72," He pushed open the door and stepped inside, his eyes scanning the shelves stacked high with volumes of French literature.

",True,2,"6,0",True,43
73," The sign above the door read ""Librairie de Coeur"" and Evan felt an inexplicable pull to enter.

",False,,,,44
74," The sign above the door read ""La Librairie des Rêves"" - The Bookstore of Dreams.

",True,5,"6,0",True,45
75," That's where he saw her - Emilie, with her bright smile and piercing green eyes, lost in the pages of a worn novel.

",True,3,"6,0",True,46
76," The store's cozy atmosphere drew him in, and as he browsed through the shelves, his eyes met those of the beautiful young woman behind the counter.

",True,2,"6,0",True,47
77," He pushed open the door and stepped inside, his eyes adjusting to the warm glow within.

",False,,,,48
78," He pushed open the door and stepped inside, inhaling the musty scent of old books.

",True,2,"6,0",True,49
79," He wandered inside, running his fingers over the spines of the classic novels, when he spotted her – Emilie.

",True,3,"6,0",True,50
80,"She was sitting behind the counter, nose buried in a book, her raven hair cascading down her back like a waterfall of night.",True,7,"6,0",True,1
81,"She was nestled between shelves, nose buried in a worn copy of Proust, her dark hair tucked behind a delicate ear.",True,7,"6,0",True,2
82,"She was standing behind the counter, her bright smile illuminating the dimly lit store as she chatted with a customer.",False,,,,3
83,"She stood behind the counter, lost in thought as she scribbled in a journal.",True,1,"6,0",True,4
84,"She was a vision behind the counter, with porcelain skin and dark hair tied up in a effortless bun.",True,5,"6,0",True,5
85,"With striking green eyes and raven-black hair, she was arranging books on a shelf with the quiet confidence of someone who knew exactly what they were doing.",True,3,"6,0",True,6
86,"With porcelain skin and raven-black hair, she smiled at him from behind the counter, recommending a few titles to another customer.",True,3,"6,0",True,7
87,"She was sitting behind the counter, lost in thought as she scribbled in a journal.",True,1,"6,0",True,8
88,"She was laughing with a customer, her bright smile illuminating the entire store.",False,,,,9
89,"She was laughing with the owner, her eyes sparkling as she carefully wrapped a book in paper.",True,7,"6,0",True,10
90,"She was sitting at a small desk, typing away on her laptop, a look of concentration etched on her lovely face.",True,3,"6,0",True,11
91,"She was arranging books on a shelf, her dark hair tied back in a loose braid, a few strands framing her heart-shaped face.",True,7,"6,0",True,12
92,"She was laughing with a customer, her bright blue eyes sparkling like the Eiffel Tower at night.",True,3,"6,0",True,13
93,"She was perched behind the counter, nose buried in a worn leather book, her dark hair tied up in a loose bun.",True,7,"6,0",True,14
94,"She was sitting at a small desk, surrounded by stacks of books, her dark hair tied up in a loose bun.",True,7,"6,0",True,15
95,"With porcelain skin and raven-black hair, she was effortlessly beautiful, recommending books to customers with a warm smile.",True,7,"6,0",True,16
96,"She was sitting at a small table near the window, nose-deep in a worn copy of Proust's ""Swann's Way"".",True,7,"6,0",True,17
97,"She was sitting behind the counter, surrounded by stacks of books, with a look of intense focus on her face as she worked on a manuscript.",True,3,"6,0",True,18
98,"She was nestled behind the counter, nose buried in a worn copy of Proust.",True,7,"6,0",True,19
99,"She was sitting at a small desk, surrounded by stacks of books and papers, her dark hair pulled back into a loose bun.",True,7,"6,0",True,20
100,"She was sitting at a small desk near the back of the store, typing away on an old typewriter.",False,,,,21
101,"She was sitting behind the counter, surrounded by stacks of books, her bright blue eyes shining as she smiled up at him. """,True,3,"6,0",True,22
102,"She was behind the counter, nose buried in a worn leather-bound book, with a pencil tucked behind her ear.",True,3,"6,0",True,23
103,"With porcelain skin and raven hair, she stood behind the counter, lost in thought as she delicately turned the pages of a worn copy of Baudelaire's ""Les Fleurs du Mal"".",True,7,"6,0",True,24
104,"She was behind the counter, her long, curly brown hair tied back in a loose bun as she expertly helped a customer with their book selection.",True,7,"6,0",True,25
105,"She was browsing through the French poetry section, her dark hair tucked behind one ear, a book held delicately in her hand.",True,7,"6,0",True,26
106,"She was perched behind the counter, nose buried in a worn leather book, her dark hair tumbling down around her shoulders like a waterfall of night sky.",True,3,"6,0",True,27
107,"With piercing green eyes and long, dark hair, she was rearranging books on a nearby shelf, oblivious to the world around her.",True,7,"6,0",True,28
108,"With piercing green eyes and raven-black hair, she looked up from behind the counter and smiled at him. """,True,3,"6,0",True,29
109,"She was standing behind the counter, surrounded by stacks of books and papers, her dark hair tied up in a loose bun.",True,7,"6,0",True,30
110,"She was sitting at a small table by the window, sipping a cup of coffee and reading a book with an intensity that captivated Evan.",True,7,"6,0",True,31
111,"She was the store's owner, with piercing green eyes and dark hair that cascaded down her back like a waterfall.",True,1,"6,0",True,32
112,"She stood behind the counter, her dark hair tied up in a messy bun, her bright green eyes scanning the shelves as she hummed to herself.",True,3,"6,0",True,33
113,"She stood behind the counter, surrounded by stacks of worn books, her dark hair tied back in a loose knot.",True,3,"6,0",True,34
114,"She was tucked away behind the counter, nose buried in a worn leather book, her dark hair falling around her like a curtain.",True,7,"6,0",True,35
