total_sentences,candidate_text,passed_margin_test,candidate_text_lsh,accept_mask,one_sentence,current_num_tries
1,"

As the sun shone brightly on the Seine River, Evan strolled through the crowded streets of Montmartre, taking in the vibrant atmosphere of the spring festival.",True,0,"7,2",True,1
2,"

Evan strolled through the charming streets of Montmartre, taking in the vibrant colors and lively atmosphere of the spring festival.",True,0,"7,2",True,2
3,"

As the Eiffel Tower twinkled behind him, Evan wandered through the vibrant streets of Montmartre, taking in the sights and sounds of the annual Printemps à Paris festival.",True,0,"7,2",True,3
4,"

Evan strolled through the vibrant streets of Montmartre, taking in the sweet scents and sounds of the spring festival.",True,0,"7,2",True,4
5,"

Evan strolled along the Seine River, taking in the vibrant sights and sounds of the Spring Festival in Paris.",True,1,"7,2",True,5
6,"

As the sweet scent of blooming flowers and freshly brewed coffee wafted through the air, Evan couldn't help but feel enchanted by the charms of Paris.",True,0,"7,2",True,6
7,"

As the scent of blooming flowers and freshly brewed coffee filled the air, Evan strolled through the vibrant streets of Paris during its annual spring festival.",True,0,"7,2",True,7
8,"

As the sun shone brightly over the Eiffel Tower, Evan strolled through the vibrant streets of Paris, soaking up the sights and sounds of the spring festival.",True,0,"7,2",True,8
9,"

As the Eiffel Tower twinkled to life, Evan wandered through the vibrant streets of Paris, soaking up the magic of the spring festival.",True,0,"7,2",True,9
10,"

As the sun shone brightly over the Seine River, Evan strolled through the vibrant streets of Montmartre, taking in the sights and sounds of the annual Printemps des Arts festival.",False,,,,10
11,"

Evan strolled through the vibrant streets of Montmartre, taking in the sights and sounds of the spring festival.",True,0,"7,2",True,11
12,"

As the Eiffel Tower twinkled to life behind him, Evan strolled through the charming streets of Montmartre, taking in the vibrant atmosphere of the Spring Festival.",True,0,"7,2",True,12
13,"

As the sweet scent of blooming flowers and freshly baked croissants wafted through the air, Evan wandered through the vibrant streets of Paris, taking in the sights and sounds of the city's annual Printemps Festival.",True,0,"7,2",True,13
14,"

Evan strolled along the charming streets of Montmartre, taking in the vibrant sights and sounds of the spring festival.",True,1,"7,2",True,14
15,"

As the sun shone brightly over the Eiffel Tower, Evan strolled through the bustling streets of Montmartre, taking in the vibrant atmosphere of the annual spring festival.",True,0,"7,2",True,15
16,"

As Evan wandered through the charming streets of Paris during the vibrant spring festival, he stumbled upon a quaint little café.",True,0,"7,2",True,16
17,"

As Evan wandered through the vibrant streets of Montmartre, he stumbled upon a charming café nestled among the blooming flowers and twinkling lights of the spring festival.",True,0,"7,2",True,17
18,"

Evan strolled through the charming streets of Montmartre, taking in the vibrant atmosphere of the spring festival.",True,0,"7,2",True,18
19,"

As the sun shone brightly on the charming streets of Paris, Evan wandered through the vibrant Spring Festival, taking in the sweet scent of blooming flowers and the sound of lively chatter.",True,0,"7,2",True,19
20,"

As the sun shone brightly on the cobblestone streets of Montmartre, Evan wandered through the vibrant spring festival, taking in the sweet scent of blooming flowers and freshly baked croissants.",True,0,"7,2",True,20
21,"

As Evan strolled through the vibrant streets of Paris on that crisp spring morning, he couldn't help but feel carefree.",False,,,,21
22,"

As the Eiffel Tower twinkled to life behind him, Evan wandered through the vibrant streets of Montmartre, taking in the sweet scents and lively chatter of the Spring Festival.",True,0,"7,2",True,22
23,"

As the Eiffel Tower glowed softly behind him, Evan strolled along the Seine River, taking in the vibrant atmosphere of the Spring Festival in Paris.",True,0,"7,2",True,23
24,"

Evan had always been fascinated by the City of Light, and he couldn't wait to experience its magic firsthand during the annual Printemps de Paris festival.",False,,,,24
25,"

As Evan wandered through the vibrant streets of Paris during the spring festival, he couldn't help but feel carefree and alive.",True,0,"7,2",True,25
26,"

As the sweet scent of blooming flowers wafted through the air, Evan strolled along the Seine River, taking in the vibrant sights and sounds of Paris' annual Spring Festival.",False,,,,26
27,"

Evan strolled through the vibrant streets of Montmartre, soaking up the sights and sounds of the spring festival.",True,0,"7,2",True,27
28,"

As the sun shone brightly on the cobblestone streets of Montmartre, Evan strolled through the vibrant Spring Festival market, his senses overwhelmed by the sweet scent of blooming flowers and the sounds of lively chatter.",True,0,"7,2",True,28
29,"

Evan strolled through the vibrant streets of Montmartre, taking in the sights and sounds of the spring festival.",True,0,"7,2",True,29
30,"

As the Eiffel Tower twinkled to life behind her, Emilie expertly crafted a croissant and coffee for a waiting customer at the charming café on Rue Cler.",True,4,"7,2",True,30
31,"

As the sun shone brightly over the Eiffel Tower, Evan wandered through the vibrant streets of Paris, taking in the sights and sounds of the spring festival.",True,0,"7,2",True,31
32,"

As the Eiffel Tower loomed in the background, Evan strolled through the vibrant streets of Paris, taking in the sights and sounds of the city's famous Spring Festival.",True,0,"7,2",True,32
33,"

As the sun shone brightly over the Seine River, Evan wandered through the vibrant streets of Montmartre, taking in the sights and sounds of the spring festival.",True,0,"7,2",True,33
34,"

As the sun shone brightly over the Seine River, Evan wandered through the vibrant streets of Montmartre, taking in the sights and sounds of the annual Spring Festival in Paris.",True,0,"7,2",True,34
35,"

As the sweet scent of blooming flowers wafted through the air, Evan wandered along the Seine River, taking in the vibrant atmosphere of the spring festival in Paris.",True,0,"7,2",True,35
36,"

Evan strolled through the winding streets of Montmartre, taking in the vibrant sights and sounds of the spring festival.",False,,,,36
37,"

As the sun shone brightly over the charming streets of Paris, Evan strolled through the bustling Spring Festival market, taking in the vibrant sights and sounds.",True,0,"7,2",True,37
38,"

As the sun shone brightly over the Eiffel Tower, Evan strolled through the vibrant streets of Paris, taking in the sights and sounds of the spring festival.",True,0,"7,2",True,38
39,"

As the Eiffel Tower loomed behind him, Evan strolled through the charming streets of Montmartre, taking in the vibrant atmosphere of the spring festival.",True,0,"7,2",True,39
40,"

Evan strolled through the vibrant streets of Paris, taking in the sweet scent of blooming flowers and the sound of lively music drifting from the Spring Festival.",True,1,"7,2",True,40
41,"

Evan strolled through the vibrant streets of Montmartre, taking in the sights and sounds of the annual Printemps de Paris festival.",True,1,"7,2",True,41
42,"

As the Eiffel Tower twinkled behind her, Emilie poured steaming coffee into delicate cups with precision and charm.",True,1,"7,2",True,42
43,"

Evan wandered through the vibrant streets of Paris, taking in the sights and sounds of the spring festival.",True,1,"7,2",True,43
44,"

As Evan wandered through the vibrant streets of Montmartre during the Spring Festival in Paris, he stumbled upon a quaint café that seemed to radiate warmth and charm.",True,0,"7,2",True,44
45,"

Evan wandered through the vibrant streets of Montmartre, taking in the sights and sounds of the spring festival.",True,0,"7,2",True,45
46,"

As Evan wandered through the winding streets of Montmartre, he stumbled upon a quaint little café that seemed to be the heart of the spring festival celebration.",True,0,"7,2",True,46
47,"

As the Eiffel Tower loomed above, Evan wandered through the vibrant streets of Montmartre, taking in the sights and sounds of the spring festival.",True,0,"7,2",True,47
48,"

As the Eiffel Tower twinkled behind him, Evan strolled through the vibrant streets of Paris, taking in the sights and sounds of the spring festival.",False,,,,48
49,"

Evan wandered through the vibrant streets of Montmartre, taking in the sights and sounds of the spring festival.",True,0,"7,2",True,49
50,"

As the sun shone brightly over the Eiffel Tower, Evan wandered through the vibrant streets of Paris, taking in the sights and sounds of the city's spring festival.",True,0,"7,2",True,50
51," He had been exploring for hours, sampling crepes and cheeses, when he stumbled upon a quaint café tucked away on a side street.",False,,,,1
52," He had always dreamed of visiting the City of Love, and now that he was here, he felt alive.",False,,,,2
53," He had been traveling Europe for weeks, but nothing could have prepared him for the charming atmosphere that filled the air.",True,2,"5,2",True,3
54," As he turned a corner, he stumbled upon a quaint café, its doors flung open to welcome in the festivities.

",False,,,,1
55," As he strolled along the Seine, his eyes landed on a quaint little café, its sign reading ""Café Amour"".",True,1,"5,2",True,2
56," Stopping to refuel at a quaint café, Evan was immediately drawn to the warm smile of Emilie, the beautiful barista.

",True,1,"5,2",True,3
57," That was when he spotted her - Emilie, a beautiful barista with bright blue eyes and curly brown hair, expertly crafting intricate designs on cappuccinos at a quaint café.

",True,0,"5,2",True,4
58," That was until he stumbled upon a quaint little café, where he spotted her - Emilie, the beautiful barista with bright blue eyes and a warm smile.

",False,,,,5
59," That was when he stumbled upon a quaint little café, its doors open to the bustling street.

",True,0,"5,2",True,6
60," As he strolled along the Seine, his stomach began to rumble, and he spotted a quaint café tucked away on a side street.

",True,0,"5,2",True,7
