,path,watermark_scores_mean,watermark_scores_std,perplexity_mean,perplexity_std,grammar_errors_mean,grammar_errors_std,skywork27B_quality_mean,skywork27B_quality_std
0,./data/WQE_unigram/dev.csv,,,,,,,,
1,./data/WQE_adaptive_delta1.0/dev.csv,,,,,,,,
2,./data/WQE_unwatermarked/dev.csv,51.60824692338929,5.957990385248221,20.13094052694794,16.22880724103367,8.984962406015038,17.539991086348422,-5.1477766682330826,2.099950901674299
3,./data/WQE_umd/dev.csv,7.21314020469037,2.9531699575762236,24.70122334114591,17.68490904830776,11.458646616541353,23.83450239075872,-5.60015272556391,2.2701210602174813
4,./data/WQE_umd_new/dev.csv,0.15296380991507147,1.4678562510975304,14.979908453790765,9.145669812057813,10.614035087719298,22.842480520235583,-6.123132538377193,2.938301270371273
5,./data/WQE_semstamp/dev.csv,4.487853505872377,0.9709405602587217,24.93467833377697,19.42966946413348,5.462962962962963,8.566862833170248,-5.970703125,2.5099205193188245
6,./data/WQE_adaptive/dev.csv,99.39928146509024,0.5458459465573541,40.78886306469257,24.599328892551025,14.015384615384615,19.29452853132911,-6.517788461538461,2.2902894336359867
7,./data/WQE_adaptive_neo/dev.csv,,,,,,,,
8,./data/WQE/dev.csv,,,,,,,,
9,./data/WQE_adaptive_delta0.5/dev.csv,,,,,,,,
