id,prompt,text,zscore,watermarking_scheme,model,mutated_text,mutator,mutation_step,mutation_time
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, make this your spoiler alert! ** Here's a breakdown of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,1,0.3723728656768799
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! ** Here's a breakdown of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,2,0.3827953338623047
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! ** Here's a breakdown of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Months later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,3,0.35636138916015625
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! ** Here's a breakdown of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,4,0.37527942657470703
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark upon a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! ** Here's a breakdown of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,5,0.364332914352417
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! ** Here's a breakdown of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In game 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,6,0.400770902633667
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider it your spoiler alert! ** Here's a breakdown of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,7,0.37225770950317383
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! ** Here's a breakdown of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie Fried Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,8,0.4318854808807373
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this a spoiler alert! ** Here's a breakdown of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,9,0.39684224128723145
2753526163,Explain to me the entire FNAF lore.,"Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore!

** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! **

Here's a breakdown of the FNAF timeline:

**The Original Trilogy (FNAF 1-3)**

* The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner.
* After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's.
* In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox.

**FNAF 2**

* The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant.",4.898979485566356,semstamp_lsh,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ," Brave soul, you want to dive into the intricate and terrifying world of Five Nights at Freddy's (FNAF)? Buckle up, because we're about to embark on a wild ride through the franchise's complex lore! ** Warning: This summary will cover all games, up to Security Breach. If you haven't played them, consider this your spoiler alert! ** Here's a summary of the FNAF timeline: **The Original Trilogy (FNAF 1-3)** * The story begins with William Afton, a serial killer who uses his son's favorite animatronic, Spring Bonnie, to lure and murder children at Fredbear's Family Diner. * After the murders, the diner is closed, and the animatronics are left to rot. Years later, Freddy Fazbear's Pizza opens in the same location, using refurbished animatronics from Fredbear's. * In FNAF 1, Mike Schmidt takes a job as a night guard at Freddy Fazbear's Pizza, where he must survive five nights while avoiding the now-haunted animatronics: Freddy Fazbear, Bonnie the Bunny, Chica the Chicken, and Foxy the Pirate Fox. **FNAF 2** * The game takes place in a new Freddy Fazbear's Pizza location, built on top of the old restaurant. ",WordMutator,10,0.3561527729034424
