,mutation_num,prompt,mutated_text,quality,fluency,grammar
0,0,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be thrilled to incorporate those details into our narrative.

Here's a revised scenario:

As I accompanied my client, Jack, to the high-security prison facility, we navigated a series of metal detectors and security checkpoints. The stern-faced correctional officer thoroughly inspected every aspect of us, scrutinizing our attire with an air of wariness.

Jack, still adjusting to life as a convicted felon, wore the standard-issue denim overall-sets provided by the institution - light blue and stained at the knees from manual labor in the yard. His hair was neatly trimmed to adhere to institutional regulations, but he couldn't resist trying to adjust the drooping straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs (Correctional Officers) at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my papers. Scanning through the attached pages to my temporary visitor badge, she stopped right at my clothing inspection.

These denim jeans with a copper buckle belt, featuring 16 rivets, were deemed completely harmless for this visit.

The female CO, Officer Martinez looked up from scrutinizing these with pursed lips said “alright”. Another officer double-checked everything before giving her nod, also saying “Clear!”
<",0.74560546875,55.51260757446289,1
1,1,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be delighted to weave those specifics into our account.

Here's a revised scenario:

As I accompanied my client, Jack, to the high-security prison facility, we traversed a series of metal detectors and security checkpoints. A stern-faced correctional officer thoroughly inspected every aspect of us, scrutinizing our attire with a discernible air of caution.

Jack, still adjusting to life as a convicted felon, wore the standard-issue denim overalls provided by the institution - light blue and stained at the knees from manual labor in the yard. His hair was neatly trimmed to adhere to institutional regulations, but he couldn't resist trying to adjust the drooping straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my papers. Scanning through the attached pages to my temporary visitor badge, she stopped right at my clothing inspection.

These denim jeans with a copper buckle belt, featuring 16 rivets, were deemed completely innocuous for this visit.

The female CO, Officer Martinez looked up from scrutinizing these with pursed lips, said “alright”. Another officer double-checked everything before giving her nod, also saying “Clear!”
<",0.685546875,55.35023880004883,1
2,2,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be more than happy to incorporate those details into our record.

As I accompanied my client, Jack, to the secure correctional facility, we navigated a series of metal detectors and security checkpoints. A stern-faced corrections officer thoroughly inspected us, examining our attire with a visible air of vigilance.

Jack, still adjusting to life as a convicted offender, wore the standard-issue denim overalls provided by the institution - light blue and stained at the knees from yard labor. His hair was neatly trimmed to comply with institutional regulations, but he couldn't resist adjusting the drooping straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my papers. Scanning through the attached pages to my temporary visitor badge, she stopped right at my clothing inspection.

These denim jeans with a copper buckle belt, featuring 16 rivets, were deemed completely innocuous for this visit.

Officer Martinez, a female CO, looked up from scrutinizing these with pursed lips, said “alright”. Another officer double-checked everything before giving her nod, also saying “Clear!”
<",0.63232421875,57.831783294677734,1
3,3,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be more than happy to include those details in our record.

As I accompanied my client, Jack, to the secure correctional facility, we passed through a series of metal detectors and security checkpoints, where a stern-faced corrections officer meticulously inspected us, scrutinizing our attire with an air of visible vigilance.

Jack, still adjusting to life as a convicted offender, wore the standard-issue denim overalls provided by the institution, which were light blue and stained at the knees from yard labor. His hair was neatly trimmed to comply with institutional regulations, but he couldn't resist adjusting the drooping straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my papers. Scanning through the attached pages to my temporary visitor badge, she stopped right at my clothing inspection, where she scrutinized my denim jeans with a copper buckle belt that featured 16 rivets, ultimately deeming them harmless for this visit.

Officer Rodriguez, a female CO, looked up from scrutinizing the jeans with pursed lips, said “alright.” Another officer double-checked everything before giving her nod, also saying “Clear!”
<",0.34765625,51.381324768066406,1
4,4,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be more than happy to incorporate those details into our records.

As I escorted my client, Jack, to the secure correctional facility, we navigated through a series of metal detectors and security checkpoints, where a corrections officer with a stern expression thoroughly inspected us, scrutinizing our attire with an air of visible caution.

Jack, still adjusting to life as a convicted offender, wore the standard-issue denim overalls provided by the institution, which were light blue and had visible stains at the knees from yard labor. His hair was neatly trimmed to meet institutional regulations, but he couldn't resist adjusting the drooping straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my papers. Scanning through the attached pages to my temporary visitor badge, she stopped at my clothing inspection, where she scrutinized my denim jeans with a copper buckle belt that featured 16 rivets, ultimately deeming them safe for this visit.

Officer Rodriguez, a female CO, looked up from examining the jeans with pursed lips and said “alright.” Another officer double-checked everything before giving her nod, also saying “Clear!”
<",0.376708984375,52.09677505493164,1
5,5,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be delighted to add those details to our records.

As I accompanied my client, Jack, to the secure correctional facility, we navigated through a series of metal detectors and security checkpoints, where a corrections officer with a serious demeanor thoroughly inspected us, carefully examining our attire with a visible air of caution.

Jack, still adjusting to life as a convicted offender, wore the standard-issue denim overalls provided by the institution, which were light blue and had noticeable stains at the knees from yard labor. His hair was neatly trimmed to meet institutional regulations, but he couldn't help adjusting the drooping straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my papers. Scanning through the attached pages to my temporary visitor badge, she stopped at my clothing inspection, where she scrutinized my denim jeans with a copper buckle belt that featured 16 rivets, ultimately deeming them acceptable for this visit.

Officer Rodriguez, a female CO, looked up from examining the jeans with pursed lips and said “alright.” Another officer double-checked everything before giving her nod, also saying “Clear!”
<",0.32275390625,54.2310676574707,1
6,6,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be more than happy to include those details in our records.

As I accompanied my client, Jack, to the secure correctional facility, we passed through a series of metal detectors and security checkpoints, where a corrections officer with a stern expression carefully inspected us, thoroughly examining our attire with an air of caution.

Jack, still adjusting to life as a convicted offender, wore the standard-issue denim overalls provided by the institution, which were light blue and had noticeable stains at the knees from yard labor. His hair was neatly trimmed to meet institutional regulations, but he couldn't help adjusting the straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my papers. Scanning through the attached pages to my temporary visitor badge, she stopped at my clothing inspection, where she scrutinized my denim jeans with a copper buckle belt that featured 16 rivets, ultimately deeming them acceptable for this visit.

Officer Rodriguez, a female CO, looked up from examining the jeans with pursed lips and said “alright.” Another officer double-checked everything before giving her nod, also saying “Clear!”
<",0.287109375,51.2872200012207,1
7,7,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be more than happy to document those details for our records.

As I escorted my client, Jack, to the secure correctional facility, we navigated a series of metal detectors and security checkpoints, where a corrections officer with a stern demeanor carefully screened us, thoroughly inspecting our attire with an air of vigilance.

Jack, still adjusting to life as a convicted offender, wore the standard-issue denim overalls provided by the institution, which were light blue and bore noticeable stains at the knees from yard labor. His hair was neatly trimmed to meet institutional standards, but he couldn't help adjusting the straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my documents. Scanning through the attached pages to my temporary visitor badge, she stopped at my clothing inspection, where she scrutinized my denim jeans with a copper buckle belt that featured 16 rivets, ultimately deeming them acceptable for this visit.

Officer Rodriguez, a female CO, looked up from examining the jeans with pursed lips and said “alright.” Another officer double-checked everything before giving her nod, also saying “Clear!”
<",0.326904296875,53.623348236083984,1
8,8,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be more than happy to document those details for our records.

As I accompanied my client, Jack, to the secure correctional facility, we passed through a series of metal detectors and security checkpoints, where a corrections officer with a stern expression scrutinized us, thoroughly examining our attire with an air of caution.

Jack, who was still adjusting to life as a convicted offender, wore the standard-issue denim overalls provided by the institution, which were light blue and bore visible stains at the knees from yard labor. His hair was neatly trimmed to meet institutional standards, but he found himself adjusting the straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my documents. Reviewing the attached pages to my temporary visitor badge, she stopped at my clothing inspection, where she examined my denim jeans with a copper buckle belt that featured 16 rivets, ultimately deeming them acceptable for this visit.

Officer Rodriguez, a female CO, looked up from examining the jeans with pursed lips and said, “Alright.” Another officer double-checked everything before giving her nod, also saying, “Clear!”
<",0.27880859375,51.57362365722656,1
9,9,"for story can you add in the denim overalls and hood, correctional officers look at all 16 Buckle.","I'd be more than happy to document all the details for our records.

As I accompanied my client, Jack, to the secure correctional facility, we navigated through multiple metal detectors and security checkpoints, where a corrections officer with a stern expression thoroughly inspected our attire with an air of caution.

Jack, who was still adjusting to life as a convicted offender, wore the standard-issue denim overalls provided by the institution, which were a light blue color and had visible stains at the knees from yard labor. His hair was neatly trimmed to meet institutional standards, but he found himself adjusting the straps that kept threatening to expose his bright orange undershirt.

Our group leader handed the COs at the entrance a stack of printed visitor passes. When it was their turn, one CO reached for my documents. Reviewing the attached pages to my temporary visitor badge, she stopped at my clothing inspection, where she examined my denim jeans with a copper buckle belt featuring 16 rivets, ultimately deeming them acceptable for this visit.

Officer Rodriguez, a female CO, looked up from examining the jeans with pursed lips and said, “Alright.” Another officer double-checked everything before giving her nod, also saying, “Clear!”
<",0.392333984375,53.772064208984375,1
